,JNAME,P0,DECJ,Flux,W50
2293,J1933+1726,0.02150723378644,+17:26:49.606,0.09967834560059524,NaN
2294,J1933+2421,0.8136903028332584,+24:36:39.6408,NaN,25.9
2295,J1933-6211,0.0035434314937909796,-62:11:46.876,5.731504872034225,0.36
2296,J1934+19,0.23099,+19:00,0.2491958640014881,NaN
2297,J1934+2352,0.17843152366,+23:52:55.9,0.15450143568092262,4.2
2298,J1935+1159,1.9397581801031183,11:59:09.2,0.4236329688025298,272.0
2299,J1935+1616,0.35873841076961044,+16:16:39.986,144.0352093928601,6.0
2300,J1935+1726,0.004200101791882,+17:26:28.46,1.6945318752101193,0.8
2301,J1935+1745,0.654408146583,+17:45:12.2,0.39871338240238097,24.0
2302,J1935+2025,0.080118133455,+20:25:40.1,1.2459793200074405,2.0
2303,J1935+2154,3.24498,+21:53:48.2,NaN,NaN
2304,J1936+1536,0.96733836953,+15:36:36.0,NaN,22.0
2305,J1936+20,1.39088,+20:00,NaN,NaN
2306,J1936+21,0.642932,+21:12,NaN,19.2
2307,J1937-00,0.2401,-00:17,NaN,NaN
2308,J1937+1505,2.8727736505866055,+15:05:19,0.3239546232019345,46.0
2309,J1937+1658,NaN,+16:58:00,Nan,NaN
2310,J1937+2544,0.2009802024421819,+25:44:13.436,3.4887420960208333,13.0
2311,J1937+2950,1.6574287833573396,+29:50:01.8,0.19935669120119048,NaN
2312,J1938+0650,1.121561892,06:50:06.0,NaN,10.0
2313,J1938+14,2.90251,+14:42,NaN,95.0
2314,J1938+2010,0.68708185664,+20:10:51.7,0.25667173992153275,25.0
2315,J1938+2012,0.0026341351275486,+20:12:50.827,0.04983917280029762,NaN
2316,J1938+2213,0.1661155731566,+22:13:12.68,1.4702555976087797,6.8
2317,J1939+10,2.31,10:45,NaN,NaN
2318,J1939+2134,0.00155780656108493,+21:34:59.12570,37.87777132822619,0.0382
2319,J1939+2449,0.6453024693886714,+24:42:55.613,NaN,NaN
2320,J1940+0239,1.23224,+02:36:41,NaN,NaN
2321,J1940+2245,0.258911996567,+22:45:46.62,0.3737937960022321,13.0
2322,J1940+2337,0.546824157964,+23:37:46.5,0.1719451461610268,9.4
2323,J1940-2403,1.855276,-24:03,NaN,50.0
2324,J1941+0121,0.217317451828,01:21:39.5,NaN,20.2
2325,J1941+1026,0.9053938883,+10:26:25.6,NaN,11.0
2326,J1941+1341,0.5590840992292493,+13:41:30.4,0.4236329688025298,9.0
2327,J1941+2525,2.306152697,+25:25:05.3,0.5955781149635565,35.6
2328,J1941-2602,0.40285790887542816,-26:02:05.75,6.2,3.3
2329,J1942+0147,1.40504,+01:50:11,NaN,40.0
2330,J1942+1743,0.69626221476,+17:43:28.3,NaN,46.0
2331,J1943+0609,0.446226281658,+06:09:57.6,1.7443710480104166,9.2
2332,J1943-1237,0.9724288509135829,-12:37:42.4115,2.8,4.1
2333,J1943+2210,0.005084173689952678,+22:10:23.151,0.09967834560059524,NaN
2334,J1944+0907,0.005185201909339406,+09:07:23.013,6.479092464038691,0.5
2335,J1944-10,0.409135,-10:17,NaN,NaN
2336,J1944-1750,0.8411577743410036,-17:50:11.0551,0.7475875920044642,22.9
2337,J1944+1755,1.9968990135,+17:55:42.4,NaN,40.0
2338,J1944+2236,0.0036179930781106303,+22:36:22.62,0.2491958640014881,NaN
2339,J1945-0040,1.0456324447715093,-00:40:58.0674,1.9935669120119048,50.0
2340,J1945+07,1.0739,+07:17,NaN,NaN
2341,J1945+1834,1.06870769134,+18:34:20.1,NaN,28.0
2342,J1946-1312,0.491865489484,-13:12:36.4,0.7475875920044642,10.1
2343,J1946+14,2.28244,+14:42,NaN,50.0
2344,J1946+1805,0.44061847691084693,18:05:41.24,24.91958640014881,13.5
2345,J1946+2052,0.016960175322975574,20:52:24.64,0.15450143568092262,NaN
2346,J1946+2244,1.33444985809,+22:44:59.4,0.4311088447225744,22.0
2347,J1946+24,4.729,23:58,NaN,4.0
2348,J1946+2535,0.51516705131,+25:35:51.5,1.196140147207143,8.6
2349,J1946+2611,0.4350602546,+26:11:49.2,1.736895172090372,NaN
2350,J1946-2913,0.959447931541423,-29:13:47.1,3.4,5.5
2351,J1946+3417,0.0031701391788577196,+34:17:14.68898,0.7226680056043154,NaN
2352,J1946-5403,0.00271,-54:02,NaN,NaN
2353,J1947+0915,1.48074382424,+09:15:08.0,0.4983917280029762,25.9
2354,J1947+10,1.110944,+10:44,NaN,NaN
2355,J1947-18,0.00260323,-18:58:12,NaN,NaN
2356,J1947+1957,0.157508542541,+19:57:08.39,0.19935669120119048,6.5
2357,J1947-4215,1.798069,-42:15,NaN,72.0
2358,J1947-43,0.18094,-43:00,NaN,NaN
2359,J1948+2333,0.5283521633015,+23:33:03.23,0.6977484192041667,5.2
2360,J1948+2551,0.1966268136138,+25:51:51.95,1.549998274089256,9.2
2361,J1949+2306,1.3193733853,+23:06:55.5,0.24171998808144346,19.6
2362,J1949-2524,0.9576166302906218,-25:24:00.9747,2.2,4.2
2363,J1949+3106,0.01313818334370395,+31:06:03.8289,0.5731504872034227,NaN
2364,J1949+3426,0.3885391675859,+34:26:33.89,NaN,NaN
2365,J1950+05,0.455934,+05:35,NaN,NaN
2366,J1950+2414,0.004304775549739,+24:14:56.9638,0.29654307816177083,0.34
2367,J1951+1123,5.0940830275,+11:23:25.2,NaN,20.0
2368,J1952+1410,0.275025682519723,+14:07:29.3904,NaN,NaN
2369,J1952+2630,0.020732360562672015,+26:30:28.073,0.2118164844012649,1.3
2370,J1952+30,1.6656,+30:00,NaN,5.7
2371,J1952+3252,0.03953119285477742,+32:52:40.51,2.491958640014881,4.7
2372,J1953+1149,0.8518902768,+11:49:42.6,NaN,17.0
2373,J1953+1846A,0.004888,+18:46:42,0.14702555976087797,0.49
2374,J1953+2732,1.33396499366,+27:32:48.2,0.2616556572015625,26.3
2375,J1953+30,1.2712,+30:13,NaN,51.0
2376,J1954+1021,2.09944017034,+10:21:10.5,NaN,65.2
2377,J1954+2407,0.1934045707829,+24:07:14.00,0.2491958640014881,1.9
2378,J1954+2836,0.09270905473725415,+28:36:06,NaN,NaN
2379,J1954+2923,0.42667678653018165,29:23:17.29,19.935669120119048,6.0
2380,J1955+2527,0.004872765862979332,+25:27:03.443,0.6977484192041667,NaN
2381,J1955+2908,0.006133166515553204,+29:08:43.4436,2.7411545040163694,1.8
2382,J1956+07,5.01248,+07:16,NaN,125.0
2383,J1956+0838,0.303910924347,+08:38:16.8,1.9935669120119048,14.9
2384,J1956-28,0.2600144,-27:53,NaN,NaN
2385,J1957-00,0.9651,-00:00:00,NaN,3.0
2386,J1957+2516,0.003961655342404,+25:16:02.076,0.04983917280029762,NaN
2387,J1957+2831,0.30768286519780486,+28:31:43.8498,2.491958640014881,NaN
2388,J1958+2846,0.2903892447504656,+28:45:54,NaN,NaN
2389,J1958+30,1.09853,+30:00:00,NaN,4.0
2390,J1959+2048,0.00160740168480632,+20:48:15.1222,0.9967834560059524,0.035
2391,J2000+29,3.0737,+29:00:00,NaN,7.4
2392,J2002+1637,0.27649748362,+16:37:16.7,NaN,8.0
2393,J2002+30,0.421794,+30:35,NaN,NaN
2394,J2002+3217,0.6967605101537256,+32:17:18.3183,2.990350368017857,17.5
2395,J2004+2653,0.66587861963,+26:53:40.4,0.14951751840089286,14.8
2396,J2004+3137,2.1112647338162023,+31:37:10.0191,4.485525552026786,21.3
2397,J2004+3429,0.24095264193,+34:29:17.7,0.27411545040163693,NaN
2398,J2005-0020,2.2796610585820614,-00:20:21.9356,1.7443710480104166,38.0
2399,J2006-0807,0.580871337030867,-08:07:02.167,6.9,54.4
2400,J2006+22,1.7419,+22:04,NaN,35.0
2401,J2006+3102,0.16369523645,+31:02:03,0.672828832804018,11.8
2402,J2007+0809,0.32572436605,+08:09:33,NaN,84.0
2403,J2007+0910,0.4587348258074,+09:10:12.93,NaN,8.3
2404,J2007+20,4.634,+20:21,NaN,NaN
2405,J2007+2722,0.024497388545933394,27:22:47.914,5.23311314403125,16.0
2406,J2007+3120,0.60820531457,+31:20:51.54,0.30401895408181545,8.7
2407,J2008+2513,0.58919550332,+25:13:30.36,NaN,11.0
2408,J2009+3326,1.43836860189,+33:26:10.2,0.3737937960022321,26.7
2409,J2010-1323,0.005223271016746625,-13:23:56.083,3.9871338240238097,0.28
2410,J2010+2845,0.5653693451984,+28:45:29.17,1.071542215206399,13.6
2411,J2010+3051,NaN,+30:51:00,Nan,NaN
2412,J2010+3230,1.4424475206,+32:30:07.3,0.29405111952175594,28.8
2413,J2011+3331,0.93173309347,+33:31:24.64,0.9569121177657143,30.6
2414,J2012-2029,0.54400187061,-20:29:31,NaN,24.2
2415,J2013-0649,0.580187269001,-06:49:05.39,NaN,10.0
2416,J2013+3058,0.276027693446,+30:58:50.69,0.16696122888099704,2.9
2417,J2015+2524,2.3032990816,+25:24:31.3,NaN,46.0
2418,J2016+1948,0.06494038824151367,19:47:51.5882,NaN,1.3
2419,J2017+0603,0.0028962158167229754,+06:03:05.5726,1.2459793200074405,NaN
2420,J2017-1614,0.0023142872649224,-16:14:15.51,NaN,NaN
2421,J2017+2043,0.537143086032,+20:43:31.90,NaN,5.0
2422,J2018+2839,0.5579534804224721,28:39:54.212,74.75875920044643,14.9
2423,J2018+3431,0.3876640866385,+34:31:00.51,0.5980700736035715,6.7
2424,J2019+2425,0.00393452408033124,+24:25:15.3038,NaN,0.3
2425,J2022+21,0.8035,+21:11,NaN,24.0
2426,J2022+2854,0.3434021577859938,28:54:23.104,94.69442832056548,12.0
2427,J2027+2146,0.398173021652,+21:46:04.43,NaN,6.0
2428,J2028+3332,0.17670741511380703,+33:32:04.36,NaN,NaN
2429,J2030+2228,0.6305126466792664,+22:28:21.8351,NaN,22.0
2430,J2033+0042,5.013400111608915,+00:42:23,2.5,5.9
2431,J2033+1734,0.005948957540328585,+17:34:58.4796,NaN,NaN
2432,J2033-1938,1.28171902379,-19:38:59,NaN,32.4
2433,J2036+2835,1.35872676315,+28:35:10.44,0.3737937960022321,NaN
2434,J2037+1942,2.0743770781,+19:42:54.3,NaN,NaN
2435,J2038-3816,1.5772861505,-38:16:11.9,0.7475875920044642,24.5
2436,J2040+1657,0.865606225032,+16:57:30.46,NaN,16.0
2437,J2042+0246,0.0045337267023282,+02:46:14.397,NaN,NaN
2438,J2043+1711,0.0023798789238897618,+17:11:28.9183,NaN,NaN
2439,J2043+2740,0.09613056295,+27:40:56,NaN,NaN
2440,J2045+0912,0.3955551117394,+09:12:29.16,NaN,10.4
2441,J2046-0421,1.5469381168652414,-04:21:26.256,4.4,4.9
2442,J2046+1540,1.1382856833155095,+15:40:33.558,4.236329688025298,9.6
2443,J2047+1053,0.00429,+10:53,NaN,NaN
2444,J2048-1616,1.9615723036126127,-16:16:44.55350,23.0,13.3
2445,J2048+2255,0.2839009641977,+22:55:05.31,NaN,6.0
2446,J2050+1259,1.2210199817719738,12:59:09,0.12459793200074405,61.0
2447,J2051-0827,0.0045086418200064255,-08:27:37.7497,6.977484192041667,0.44
2448,J2051+1248,NaN,+12:48:00,Nan,NaN
2449,J2052+1219,NaN,+12:19:00,Nan,NaN
2450,J2053+1718,0.1192677583184446,17:18:44.662,0.007475875920044643,1.7
2451,J2053-7200,0.3413364057236207,-72:00:42.45,8.0,27.6
2452,J2055+2209,0.815181102764579,+22:09:27.2274,NaN,16.9
2453,J2055+2539,0.319561174504787,+25:40:02,NaN,NaN
2454,J2057+21,1.1667,+21:26,NaN,23.0
2455,J2105+07,3.74663,+07:57,NaN,126.0
2456,J2105+19,NaN,+19:21,NaN,NaN
2457,J2105+28,0.405737,+28:29,NaN,NaN
2458,J2108-3429,1.4231018383,-34:29:37.9,1.2459793200074405,13.8
2459,J2111+2106,3.9538529596,21:06:07.0,NaN,45.0
2460,J2113+2754,1.202851754084704,+27:54:01.160,2.7411545040163694,13.0
2461,J2116+1414,0.4401530669474793,14:14:21.04,3.5,7.1
2462,J2122+24,0.5414,+24:24,NaN,22.0
2463,J2124+1407,0.6940534790858597,+14:07:19.3535,NaN,NaN
2464,J2124-3358,0.004931114943096623,-33:58:44.8500,11.213813880066965,0.524
2465,J2127-6648,0.32577128742,-66:48:28.1,1.4951751840089285,22.9
2466,J2129-0429,0.00762,-04:29:05.59,NaN,NaN
2467,J2129+1210A,0.11066470446904,+12:10:01.2339,0.4983917280029762,2.5
2468,J2129+1210B,0.05613303552473,+12:10:00.31,NaN,3.4
2469,J2129+1210C,0.03052929614864,+12:10:38.209,NaN,1.3
2470,J2129+1210D,0.0048028043457,+12:09:59.74,NaN,1.3
2471,J2129+1210E,0.00465143521539,+12:10:08.63,NaN,0.8
2472,J2129+1210F,0.0040270427071,+12:10:02.91,NaN,0.8
2473,J2129+1210G,0.037660166953,+12:09:57.3,NaN,0.8
2474,J2129+1210H,0.0067433942397,+12:09:59.43,NaN,0.7
2475,J2129-5721,0.003726348483867234,-57:21:14.21183,3.1897070592190477,0.262
2476,J2136-1606,1.22723540015,-16:06:13.0,NaN,NaN
2477,J2139+00,0.31247,+00:36,NaN,NaN
2478,J2139+2242,1.08351351364,22:42:42.0,NaN,91.0
2479,J2140-2310A,0.0110193290688805,-23:10:48.7936,0.19935669120119048,NaN
2480,J2140-2310B,0.012986381207999931,-23:10:47,NaN,NaN
2481,J2143+0654,9.428228878119159,+06:54:17.53,NaN,NaN
2482,J2144-3933,8.509827491,-39:33:56.88504,2.2,2.7
2483,J2144-5237,0.005041453778519542,-52:37:07.53,NaN,NaN
2484,J2145-0750,0.0160524239193813,-07:50:18.514,15.0,79.9
2485,J2151+2315,0.593533613,23:15:12.8,NaN,23.0
2486,J2154-2812,1.3433614881,-28:12:41,NaN,23.1
2487,J2155+2813,1.6090199964,28:13:12.1,NaN,24.0
2488,J2155-3118,1.03000211203956,-31:18:54.6652,2.1,6.1
2489,J2155-5641,1.373654387,-56:41:57,NaN,50.0
2490,J2156+2618,0.49814907254,+26:18:30.47,NaN,9.0
2491,J2202+21,NaN,+21:47,NaN,NaN
2492,J2204+2700,0.08470261549132646,+27:00:54.69,NaN,NaN
2493,J2205+1444,0.93801422813,+14:44:31.3,NaN,8.0
2494,J2209+22,1.7769,+21:17,NaN,36.0
2495,J2212+2933,1.0045925288525703,+29:33:05.411,2.242762776013393,51.2
2496,J2214+3000,0.003119226580973118,+30:00:38.2072,1.3207380792078869,NaN
2497,J2215+1538,0.3741958930416,+15:38:34.88,NaN,8.0
2498,J2222-0137,0.03281785905434283,-01:37:15.72441,2.7,6.7
2499,J2222+2923,0.28139914275418987,+29:23:58.6627,NaN,NaN
2500,J2227+30,0.842408,30:36,NaN,NaN
2501,J2228-65,2.74598,-65:11:47,NaN,NaN
2502,J2229+2643,0.002977819295709249,+26:43:57.6635,2.242762776013393,0.58
2503,J2234+0611,0.0035765816316731076,06:11:28.68633,1.4951751840089285,NaN
2504,J2234+0944,0.0036270278952670373,+09:44:30.2617,NaN,NaN
2505,J2234+2114,1.35874531269,+21:14:18.8,NaN,43.0
2506,J2235+1506,0.059767357984547,+15:06:49.060,NaN,2.57
2507,J2236-5527,0.006907549392921,-55:27:48.833,0.7027323364841964,0.195
2508,J2241-5236,0.002186699771552793,-52:36:36.2260,3.6,11.8
2509,J2243+1518,0.596799464458,15:18:25.11,NaN,18.0
2510,J2248-0101,0.4772331191229628,-01:01:48.085,1.2459793200074405,8.4
2511,J2251-3711,NaN,-37:11:00,Nan,NaN
2512,J2253+1516,0.792235920118,+15:16:37.83,NaN,8.0
2513,J2256-1024,0.00229,-10:24:34.37,NaN,NaN
2514,J2305+3100,1.5758863383593105,+31:00:01.281,5.482309008032739,17.4
2515,J2306+31,0.3416,+31:23,NaN,10.0
2516,J2307+2225,0.535828895432,+22:25:50.12,NaN,11.0
2517,J2310-0555,0.0026125867919415,-05:55:35.9,NaN,NaN
2518,J2317+1439,0.0034452510722207323,+14:39:31.265,9.967834560059524,0.46
2519,J2317+2149,1.4446531023167097,+21:49:48.019,2.242762776013393,20.2
2520,J2322+2057,0.0048084282894641,+20:57:02.6772,NaN,0.3
2521,J2322-2650,0.0034630991790879,-26:50:58.3171,0.39871338240238097,0.11
2522,J2324-6054,2.3474883631415757,-60:54:05.8,2.3,7.4
2523,J2325-0530,0.8687351150250493,-05:30:39,NaN,NaN
2524,J2329+16,0.6321,+16:57,NaN,NaN
2525,J2330-2005,1.6436221853269488,-20:05:29.63,4.0,5.2
2526,J2336-01,1.0298,-01:51,NaN,41.0
2527,J2339-0533,0.0028842267415472283,-05:33:05.32,NaN,NaN
2528,J2340+08,0.3033,08:33:00,NaN,NaN
2529,J2346-0609,1.1814633829674592,-06:09:59.899,5.2,16.9
2530,J2350+31,0.5081,+31:39,NaN,15.0
2531,J2354-22,0.557996,-22:51:53,NaN,NaN
2532,J2355+2246,1.8409859072,+22:46:17,NaN,NaN
